"","external_gene_name","go_id","name_1006","namespace_1003","Index"
"359","HDAC9","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2899
"360","ENG","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2068
"361","IL33","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3166
"362","DR1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1879
"363","HEYL","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2928
"364","BHLHE41","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",677
"365","FOXP1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2473
"366","HDAC4","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2895
"367","ID2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3088
"368","HCLS1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2889
"369","DEAF1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1702
"370","HAMP","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2871
"371","HOPX","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3000
"372","APBB2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",366
"373","CCND1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1064
"374","CUL3","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1578
"375","CHD3","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1259
"376","LMO1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3693
"377","DNMT3A","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1835
"378","AEBP2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",169
"379","KLF10","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3445
"380","HEY2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2927
"381","CITED2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1317
"382","ASCL2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",493
"383","LEFTY1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3575
"384","CRY1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1525
"385","CUX2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1581
"386","CEBPA","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1178
"387","EDN1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1957
"388","LMCD1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3691
"389","KCNIP3","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3337
"390","FOSB","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2459
"391","HDAC5","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2896
"392","KLF2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3448
"393","GLIS1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2642
"394","FGFR1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2392
"395","KDM2B","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3381
"396","HEY1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2926
"397","DCAF1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1646
"398","BCL6","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",652
"399","LRRFIP1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3870
"400","CTNNB1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1561
"401","HES1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2920
"402","ARID5A","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",441
"403","EED","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1961
"404","CTNNBIP1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1562
"405","ENO1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2071
"406","HNRNPU","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2995
"407","JUN","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3290
"408","BATF3","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",629
"409","MAD2L2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3931
"410","IRF2BP2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3226
"411","ZMYM5","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",7786
"412","PTPN2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",5492
"413","ZBTB21","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",7700
"414","RALY","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",5603
"415","PPM1A","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",5296
"416","PKIG","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",5139
"417","N4BP2L2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",4427
"418","OVOL2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",4834
"419","PCBP3","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",4920
"420","UBE2D1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",7409
"421","SCRT1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",6055
"422","PCNA","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",4954
"423","MSX1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",4316
"424","SIRT2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",6218
"425","TWIST1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",7387
"426","TCFL5","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",6891
"427","SMAD7","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",6405
"428","NRIP1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",4678
"429","SINHCAF","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",6213
"430","RXRA","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",5971
"431","STRAP","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",6706
"432","NIPBL","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",4572
"433","TRIM27","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",7259
"434","SOX4","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",6526
"435","VAX1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",7531
"436","PAWR","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",4905
"437","ZNF219","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",7807
"438","ZFHX3","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",7752
"439","SOX3","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",6525
"440","OSR1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",4826
"441","MBD2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",4034
"442","RLIM","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",5806
"443","SOX15","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",6522
"444","ZNF91","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",7952
"445","SAP30L","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",6005
"446","TFEC","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",6936
"447","PRDM12","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",5361
"448","NR3C1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",4664
"449","MXI1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",4369
"450","ZNF469","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",7866
"451","PRDM16","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",5362
"452","NCK2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",4469
"453","WWC2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",7652
"454","ZNF248","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",7815
"455","PHF19","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",5067
